population,price,income,employment,poverty,area,tract
3763,676000,55445,57.2,583,2106,"Census Tract 7001.02, Los Angeles County, California"
6519,517800,88199,81.1,664,2107,"Census Tract 7002, Los Angeles County, California"
5456,788000,82061,83.8,356,2108,"Census Tract 7003, Los Angeles County, California"
5255,768200,90887,81.3,434,2109,"Census Tract 7004, Los Angeles County, California"
3835,627100,99519,78.7,388,2110,"Census Tract 7005.01, Los Angeles County, California"
4413,"1,000,000+",92917,79.8,445,2111,"Census Tract 7005.02, Los Angeles County, California"
4829,"1,000,000+",507736,59.7,125,2112,"Census Tract 7006, Los Angeles County, California"
3611,"1,000,000+",345379,51.5,147,2113,"Census Tract 7007, Los Angeles County, California"
5671,"1,000,000+",97498,55.5,340,2114,"Census Tract 7008.01, Los Angeles County, California"
3352,"1,000,000+",102212,69.7,114,2115,"Census Tract 7008.02, Los Angeles County, California"
4055,"1,000,000+",103593,66.4,446,2116,"Census Tract 7009.01, Los Angeles County, California"
6905,"1,000,000+",96125,72.1,407,2117,"Census Tract 7009.02, Los Angeles County, California"
5918,0,172256,72.2,223,2118,"Census Tract 7010, Los Angeles County, California"
844,"1,000,000+",162862,18.3,402,2119,"Census Tract 7011, Los Angeles County, California"
4081,904200,289911,54.9,134,2120,"Census Tract 7012.01, Los Angeles County, California"
3366,749300,114488,78.1,184,2121,"Census Tract 7012.02, Los Angeles County, California"
4695,"1,000,000+",91013,82.8,321,2122,"Census Tract 7013.02, Los Angeles County, California"
6481,959300,187826,67.6,379,2123,"Census Tract 7013.04, Los Angeles County, California"
6577,743200,91722,67,381,2124,"Census Tract 7014.02, Los Angeles County, California"
5021,650900,97399,74.3,335,2125,"Census Tract 7015.01, Los Angeles County, California"
3990,"1,000,000+",82577,68.7,292,2126,"Census Tract 7015.02, Los Angeles County, California"
4493,650500,151997,67.4,91,2127,"Census Tract 7016.01, Los Angeles County, California"
4165,616400,99255,74,308,2128,"Census Tract 7016.02, Los Angeles County, California"
3074,640100,73000,71.2,163,2129,"Census Tract 7017.01, Los Angeles County, California"
3200,630800,65954,75.3,367,2130,"Census Tract 7017.02, Los Angeles County, California"
5725,630100,66655,69.1,729,2131,"Census Tract 7018.01, Los Angeles County, California"
4331,857100,73302,61.1,585,2132,"Census Tract 7018.02, Los Angeles County, California"
3682,849200,90755,66.4,421,2133,"Census Tract 7019.02, Los Angeles County, California"
5573,"1,000,000+",101767,74.4,459,2134,"Census Tract 7020.02, Los Angeles County, California"
6654,990500,108192,76.7,418,2135,"Census Tract 7021.02, Los Angeles County, California"
5023,"1,000,000+",92917,75.9,454,2136,"Census Tract 7022.01, Los Angeles County, California"
3823,994100,131238,71.3,272,2137,"Census Tract 7022.02, Los Angeles County, California"
6798,785300,108720,64.5,533,2138,"Census Tract 7023, Los Angeles County, California"
3875,801500,100613,76.6,214,2139,"Census Tract 7024, Los Angeles County, California"
5106,444200,111159,70.4,296,2140,"Census Tract 7025.01, Los Angeles County, California"
4453,694200,102447,65.4,183,2141,"Census Tract 7025.02, Los Angeles County, California"
6130,764100,132624,70,94,2142,"Census Tract 7026, Los Angeles County, California"
3501,751800,145889,69.6,78,2143,"Census Tract 7027, Los Angeles County, California"
5324,651900,85860,65.6,303,2144,"Census Tract 7028.01, Los Angeles County, California"
2223,738300,93052,73.1,77,2145,"Census Tract 7028.02, Los Angeles County, California"
3125,462700,78201,71.3,233,2146,"Census Tract 7028.03, Los Angeles County, California"
8866,416700,111866,75.6,527,2147,"Census Tract 7029.01, Los Angeles County, California"
5534,872900,83950,74.3,358,2148,"Census Tract 7030.01, Los Angeles County, California"
7398,677500,133755,61,109,2149,"Census Tract 7030.02, Los Angeles County, California"
5243,676600,98371,60.9,360,2150,"Census Tract 7031, Los Angeles County, California"
5691,931900,117459,61.4,330,2151,"Census Tract 7032, Los Angeles County, California"
5368,"1,000,000+",182419,61.6,60,2152,"Census Tract 8001.01, Los Angeles County, California"
7551,"1,000,000+",155154,70,299,2153,"Census Tract 8001.02, Los Angeles County, California"
6357,"1,000,000+",212715,58,171,2154,"Census Tract 8002.02, Los Angeles County, California"
5252,"1,000,000+",252401,62.9,143,2155,"Census Tract 8002.03, Los Angeles County, California"
4695,657900,239239,53.8,79,2156,"Census Tract 8002.04, Los Angeles County, California"
6826,831400,124732,70,146,2157,"Census Tract 8003.24, Los Angeles County, California"
3446,873700,137675,57.9,42,2158,"Census Tract 8003.25, Los Angeles County, California"
5098,705700,156216,65.9,138,2159,"Census Tract 8003.26, Los Angeles County, California"
5183,727400,119462,71.4,398,2160,"Census Tract 8003.27, Los Angeles County, California"
2691,710200,125688,77.1,197,2161,"Census Tract 8003.28, Los Angeles County, California"
6724,"1,000,000+",143380,75,217,2162,"Census Tract 8003.29, Los Angeles County, California"
922,731600,142914,65.5,74,2163,"Census Tract 8003.30, Los Angeles County, California"
810,871300,128925,72,39,2164,"Census Tract 8003.31, Los Angeles County, California"
6734,"1,000,000+",181460,63.9,103,2165,"Census Tract 8003.32, Los Angeles County, California"
2578,"1,000,000+",251227,51.5,102,2166,"Census Tract 8004.06, Los Angeles County, California"
6995,"1,000,000+",263124,58,558,2167,"Census Tract 8004.08, Los Angeles County, California"
3923,"1,000,000+",240365,53.6,10,2168,"Census Tract 8004.10, Los Angeles County, California"
2307,"1,000,000+",170887,56.3,188,2169,"Census Tract 8005.04, Los Angeles County, California"
3216,223100,190811,58.4,194,2170,"Census Tract 8005.06, Los Angeles County, California"
860,219400,38623,28.2,194,2171,"Census Tract 9001.02, Los Angeles County, California"
6322,224200,53592,51.5,909,2172,"Census Tract 9001.03, Los Angeles County, California"
5893,232600,64209,55.3,609,2173,"Census Tract 9001.04, Los Angeles County, California"
1259,144200,56827,54,139,2174,"Census Tract 9002.01, Los Angeles County, California"
4226,197100,57158,49,308,2175,"Census Tract 9003, Los Angeles County, California"
6704,303100,57983,52.8,843,2176,"Census Tract 9005.01, Los Angeles County, California"
5820,248700,70404,60.7,295,2177,"Census Tract 9005.04, Los Angeles County, California"
3859,226100,57850,53.2,444,2178,"Census Tract 9005.05, Los Angeles County, California"
4670,170800,55634,57.4,499,2179,"Census Tract 9005.06, Los Angeles County, California"
8061,291500,52066,58.6,1018,2180,"Census Tract 9005.07, Los Angeles County, California"
3761,40400,85494,61.7,242,2181,"Census Tract 9005.08, Los Angeles County, California"
5396,77400,34680,54.6,1023,2182,"Census Tract 9006.02, Los Angeles County, California"
7262,172300,47820,56.9,592,2183,"Census Tract 9006.05, Los Angeles County, California"
4010,222000,45036,51.4,677,2184,"Census Tract 9006.06, Los Angeles County, California"
4077,259200,38325,46.1,844,2185,"Census Tract 9006.07, Los Angeles County, California"
3535,164500,70430,58.3,373,2186,"Census Tract 9006.08, Los Angeles County, California"
5459,216600,45472,59.5,1039,2187,"Census Tract 9006.09, Los Angeles County, California"
4785,185400,45553,53.3,886,2188,"Census Tract 9007.01, Los Angeles County, California"
3758,235700,47002,54,534,2189,"Census Tract 9007.03, Los Angeles County, California"
3007,316900,40679,69.9,415,2190,"Census Tract 9007.04, Los Angeles County, California"
4785,236100,55300,65.1,495,2191,"Census Tract 9007.05, Los Angeles County, California"
9411,195900,59462,60.9,826,2192,"Census Tract 9008.03, Los Angeles County, California"
3525,212900,45652,52.3,772,2193,"Census Tract 9008.04, Los Angeles County, California"
4776,226900,61608,49,484,2194,"Census Tract 9008.05, Los Angeles County, California"
3488,282000,23900,43.5,954,2195,"Census Tract 9008.06, Los Angeles County, California"
5568,307900,0,0,0,2197,"Census Tract 9010.03, Los Angeles County, California"
11835,334500,87881,69.7,618,2198,"Census Tract 9010.04, Los Angeles County, California"
1990,267500,97918,59.2,165,2199,"Census Tract 9010.07, Los Angeles County, California"
2987,317800,80948,61.7,165,2200,"Census Tract 9010.08, Los Angeles County, California"
5525,304200,83310,55.9,379,2201,"Census Tract 9010.09, Los Angeles County, California"
6029,310300,61068,56.1,894,2202,"Census Tract 9010.10, Los Angeles County, California"
5148,264300,89921,60.6,385,2203,"Census Tract 9010.11, Los Angeles County, California"
5223,313100,60390,60,572,2204,"Census Tract 9011.01, Los Angeles County, California"
5604,320200,73480,60.3,318,2205,"Census Tract 9011.02, Los Angeles County, California"
10418,311800,89809,64.1,229,2206,"Census Tract 9012.05, Los Angeles County, California"
1416,487900,79296,63.1,69,2208,"Census Tract 9012.10, Los Angeles County, California"
3969,221000,112794,61.1,127,2209,"Census Tract 9012.13, Los Angeles County, California"
6407,274300,60064,58.5,285,2210,"Census Tract 9100.01, Los Angeles County, California"
6639,215000,59282,54.2,748,2211,"Census Tract 9100.02, Los Angeles County, California"
1351,247700,49455,59.6,222,2212,"Census Tract 9101.01, Los Angeles County, California"
4290,414300,63753,51,684,2213,"Census Tract 9102.01, Los Angeles County, California"
5762,489300,122574,62.7,149,2214,"Census Tract 9102.02, Los Angeles County, California"
1198,361500,99897,61.9,18,2215,"Census Tract 9102.05, Los Angeles County, California"
3505,314100,104292,72.2,94,2216,"Census Tract 9102.06, Los Angeles County, California"
5999,277800,92774,62.3,306,2217,"Census Tract 9102.07, Los Angeles County, California"
6570,351600,72782,64.5,329,2218,"Census Tract 9102.08, Los Angeles County, California"
4203,342600,99127,65.8,176,2219,"Census Tract 9102.09, Los Angeles County, California"
6851,374200,101517,65.4,132,2220,"Census Tract 9102.10, Los Angeles County, California"
4471,346300,102604,59,334,2221,"Census Tract 9103.01, Los Angeles County, California"
5847,320000,99609,59.4,272,2222,"Census Tract 9103.02, Los Angeles County, California"
6549,194200,78024,61.7,277,2223,"Census Tract 9104.01, Los Angeles County, California"
3517,250000,38387,55.7,778,2224,"Census Tract 9104.02, Los Angeles County, California"
2398,219200,27284,59.8,681,2225,"Census Tract 9104.03, Los Angeles County, California"
3786,193800,56732,57.8,664,2226,"Census Tract 9104.04, Los Angeles County, California"
5554,187000,23892,58.4,1745,2227,"Census Tract 9105.01, Los Angeles County, California"
4047,159100,40446,55.2,578,2228,"Census Tract 9105.02, Los Angeles County, California"
5249,311800,43757,56.6,874,2229,"Census Tract 9105.04, Los Angeles County, California"
2916,202000,56898,60.4,327,2230,"Census Tract 9105.05, Los Angeles County, California"
6720,82700,46190,53.6,1129,2231,"Census Tract 9106.01, Los Angeles County, California"
3468,210800,38272,60.9,579,2232,"Census Tract 9106.02, Los Angeles County, California"
7113,160600,59194,59.9,613,2233,"Census Tract 9106.03, Los Angeles County, California"
4817,255900,50456,55.2,666,2234,"Census Tract 9106.05, Los Angeles County, California"
2870,273600,61816,69.3,359,2235,"Census Tract 9106.06, Los Angeles County, California"
12263,244400,70716,61.8,628,2236,"Census Tract 9107.05, Los Angeles County, California"
5892,202100,63758,59.9,370,2237,"Census Tract 9107.06, Los Angeles County, California"
4445,366900,63693,62.6,657,2238,"Census Tract 9107.07, Los Angeles County, California"
1814,159100,96801,56.1,104,2239,"Census Tract 9107.09, Los Angeles County, California"
7803,262200,48540,49.1,710,2240,"Census Tract 9107.11, Los Angeles County, California"
2415,227900,73536,63.8,139,2241,"Census Tract 9107.12, Los Angeles County, California"
5926,257900,60768,60.6,518,2242,"Census Tract 9107.13, Los Angeles County, California"
3896,200000,51802,57.4,451,2243,"Census Tract 9107.14, Los Angeles County, California"
6281,300300,55894,62.5,543,2244,"Census Tract 9107.15, Los Angeles County, California"
5820,556000,72619,63.6,358,2245,"Census Tract 9107.16, Los Angeles County, California"
3070,562800,102880,65.5,201,2246,"Census Tract 9108.04, Los Angeles County, California"
4585,434400,88319,64.5,398,2247,"Census Tract 9108.05, Los Angeles County, California"
5986,411800,118927,66.4,149,2248,"Census Tract 9108.07, Los Angeles County, California"
3658,959300,93110,65.6,96,2249,"Census Tract 9108.08, Los Angeles County, California"
2299,556800,200811,68,77,2250,"Census Tract 9108.09, Los Angeles County, California"
2726,670800,111825,64.8,129,2251,"Census Tract 9108.10, Los Angeles County, California"
267,413600,130226,64.2,17,2252,"Census Tract 9108.11, Los Angeles County, California"
458,713700,85283,63.9,31,2253,"Census Tract 9108.12, Los Angeles County, California"
3510,277700,123063,66.2,103,2254,"Census Tract 9108.13, Los Angeles County, California"
3826,86100,75277,48,279,2255,"Census Tract 9110.01, Los Angeles County, California"
270,282900,100718,40.8,9,2256,"Census Tract 9200.11, Los Angeles County, California"
1040,448600,93145,66.1,79,2257,"Census Tract 9200.12, Los Angeles County, California"
4648,560200,115542,67,92,2258,"Census Tract 9200.13, Los Angeles County, California"
6512,587500,135291,70.1,184,2259,"Census Tract 9200.15, Los Angeles County, California"
5163,448000,121705,69.7,113,2260,"Census Tract 9200.16, Los Angeles County, California"
4625,492900,87735,66.1,176,2261,"Census Tract 9200.17, Los Angeles County, California"
2446,521700,97356,74.1,113,2262,"Census Tract 9200.18, Los Angeles County, California"
7315,118400,112992,73.2,339,2263,"Census Tract 9200.20, Los Angeles County, California"
2840,794400,73344,66.1,195,2264,"Census Tract 9200.23, Los Angeles County, California"
401,411000,132018,58.7,11,2265,"Census Tract 9200.26, Los Angeles County, California"
6148,285500,109859,75.6,222,2266,"Census Tract 9200.28, Los Angeles County, California"
3257,397100,80909,77.2,93,2267,"Census Tract 9200.29, Los Angeles County, California"
5550,318000,93575,84.4,230,2268,"Census Tract 9200.30, Los Angeles County, California"
4996,568000,67089,55.2,122,2269,"Census Tract 9200.31, Los Angeles County, California"
3128,162500,144861,72.1,39,2270,"Census Tract 9200.32, Los Angeles County, California"
634,441200,73302,61,63,2271,"Census Tract 9200.33, Los Angeles County, California"
3403,388100,91834,72.6,293,2272,"Census Tract 9200.34, Los Angeles County, California"
8094,425800,86447,66.4,500,2273,"Census Tract 9200.35, Los Angeles County, California"
3390,242400,88377,75.8,229,2274,"Census Tract 9200.36, Los Angeles County, California"
7247,248600,60404,75.6,758,2275,"Census Tract 9200.37, Los Angeles County, California"
4050,502600,51371,74.1,380,2276,"Census Tract 9200.38, Los Angeles County, California"
1957,485100,116896,80.5,39,2277,"Census Tract 9200.39, Los Angeles County, California"
3356,370500,105722,68.6,186,2278,"Census Tract 9200.40, Los Angeles County, California"
